2019/09/16 03:05:52 ...dules/setting/log.go:269:newLogService() [I] Gitea Log Mode: File(File:info)
2019/09/16 03:05:52 ...les/setting/cache.go:45:newCacheService() [I] Cache Service Enabled
2019/09/16 03:05:52 ...s/setting/session.go:44:newSessionService() [I] Session Service Enabled
2019/09/16 03:05:52 routers/init.go:49:initDBEngine() [I] Beginning ORM engine initialization.
2019/09/16 03:05:52 routers/init.go:51:initDBEngine() [I] ORM engine initialization attempt #1/10...
2019/09/16 03:05:52 ...-xorm/xorm/engine.go:330:Ping() [I] PING DATABASE sqlite3
2019/09/16 03:05:52 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT name FROM sqlite_master WHERE type='table' and name = ? []interface {}{"version"} - took: 39.089µs
2019/09/16 03:05:52 .../xorm/session_raw.go:194:exec() [I] [SQL] CREATE TABLE IF NOT EXISTS `version` (`id` INTEGER PRIMARY KEY AUTOINCREMENT NOT NULL, `version` INTEGER NULL) - took: 2.900403ms
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:260:IsColumnExist() [I] [SQL] SELECT name FROM sqlite_master WHERE type='table' and name = ? and ((sql like '%`id`%') or (sql like '%[id]%')) [version]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:260:IsColumnExist() [I] [SQL] SELECT name FROM sqlite_master WHERE type='table' and name = ? and ((sql like '%`version`%') or (sql like '%[version]%')) [version]
2019/09/16 03:05:52 .../xorm/session_raw.go:76:queryRows() [I] [SQL] SELECT `id`, `version` FROM `version` WHERE `id`=? LIMIT 1 []interface {}{1} - took: 20.838µs
2019/09/16 03:05:52 .../xorm/session_raw.go:194:exec() [I] [SQL] INSERT INTO `version` (`version`) VALUES (?) []interface {}{94} - took: 2.532121ms
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [deploy_key]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [collaboration]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [collaboration]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [access]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [access]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [upload]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [upload]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [watch]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [watch]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [star]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [star]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [follow]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [follow]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [action]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [action]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [pull_request]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [pull_request]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [comment]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [comment]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [attachment]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [attachment]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [label]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [label]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_label]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_label]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [milestone]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [milestone]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [mirror]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [mirror]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [release]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [release]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [login_source]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [login_source]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [webhook]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [webhook]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [hook_task]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [hook_task]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [team]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [team]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [org_user]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [org_user]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [team_user]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [team_user]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [team_repo]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [team_repo]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [notice]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [notice]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [email_address]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [email_address]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [notification]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [notification]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_user]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_user]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [lfs_meta_object]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [lfs_meta_object]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [two_factor]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [two_factor]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [gpg_key]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [gpg_key]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [gpg_key_import]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [gpg_key_import]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [repo_unit]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [repo_unit]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [repo_redirect]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [repo_redirect]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [external_login_user]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [external_login_user]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [protected_branch]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [protected_branch]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [user_open_id]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [user_open_id]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_watch]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_watch]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [commit_status]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [commit_status]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [stopwatch]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [stopwatch]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [tracked_time]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [tracked_time]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [deleted_branch]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [deleted_branch]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [repo_indexer_status]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [repo_indexer_status]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_dependency]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_dependency]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [lfs_lock]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [lfs_lock]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [reaction]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [reaction]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [issue_assignees]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [issue_assignees]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [u2f_registration]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [u2f_registration]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [team_unit]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [team_unit]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [review]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [review]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [oauth2_application]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [oauth2_application]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [oauth2_authorization_code]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [oauth2_authorization_code]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [oauth2_grant]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [oauth2_grant]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [topic]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [topic]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [repo_topic]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [repo_topic]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [version]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [version]
2019/09/16 03:05:52 models/models.go:181:NewEngine() [W] Table user Column email_notifications_preference db default is ''enabled'', struct default is 'enabled'
2019/09/16 03:05:52 models/models.go:181:NewEngine() [W] Table user Column passwd_hash_algo db default is ''pbkdf2'', struct default is 'pbkdf2'
2019/09/16 03:05:52 models/models.go:181:NewEngine() [W] Table user Column diff_view_style db default is '''', struct default is ''
2019/09/16 03:05:52 models/models.go:181:NewEngine() [W] Table user Column theme db default is '''', struct default is ''
2019/09/16 03:05:52 routers/init.go:84:GlobalInit() [I] ORM engine initialization successful!
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:359:GetTables() [I] [SQL] SELECT name FROM sqlite_master WHERE type='table'
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [user]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [user]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [public_key]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [public_key]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [access_token]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [access_token]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [repository]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [repository]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [deploy_key]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [deploy_key]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [collaboration]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [collaboration]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [access]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [access]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [upload]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [upload]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [watch]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [watch]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [star]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [star]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [follow]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [follow]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:276:GetColumns() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='table' and name = ? [action]
2019/09/16 03:05:52 ...m/dialect_sqlite3.go:385:GetIndexes() [I] [SQL] SELECT sql FROM sqlite_master WHERE type='index' and tbl_name = ? [action]
